Title,Author,Main Genre,Sub Genre,Type,Rating,No. of People rated,Price,Number of Sub-genres
Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series),Tim S. Grover,Sports,Training & Coaching,Kindle Edition,4.5,11623.0,15.35,37
Ultimate Sports Quiz Book,Derek O'Brien,Sports,Training & Coaching,Paperback,4.1,6.0,9.41,37
ALEX FERGUSON MY AUTOBIOGRAPHY,Alex Ferguson,Sports,Training & Coaching,Paperback,4.6,6370.0,31.0,37
Winning: The Unforgiving Race to Greatness,Tim S. Grover,Sports,Training & Coaching,Kindle Edition,4.8,3638.0,12.77,37
The Marine Corps Martial Arts Program: The Complete Combat System,Unknown,Sports,Training & Coaching,Paperback,5.0,1.0,13.93,37
The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,W. Timothy Gallwey,Sports,Training & Coaching,Audible Audiobook,4.6,7837.0,34.11,37
Ultimate Olympic Weightlifting: A Complete Guide to Barbell Lifts. . . from Beginner to Gold Medal,Dave Randolph,Sports,Training & Coaching,Paperback,4.4,35.0,57.74,37
The TB12 Method,Tom Brady,Sports,Training & Coaching,Paperback,4.4,4413.0,78.94,37
"The Chimp Paradox: The Acclaimed Mind Management Programme to Help You Achieve Success, Confidence and Happiness",Prof Steve Peters,Sports,Training & Coaching,Audible Audiobook,4.6,17212.0,46.43,37
The Gladiator Mindset: Push Your Limits. Overcome Challenges. Achieve Your Goals.,Adam Peaty,Sports,Training & Coaching,Audible Audiobook,4.5,321.0,36.83,37
"The Juggernaut Method 2.0 - Strength, Speed, and Power For Every Athlete",Chad Wesley Smith,Sports,Training & Coaching,Kindle Edition,4.4,570.0,33.95,37
How to Dunk if You’re Under 6 Feet Tall: 13 Proven Ways to Jump Higher and Drastically Increase Your Vertical Jump in 4 Weeks (Vertical Jump Training Program Book 1),James Wilson,Sports,Training & Coaching,Kindle Edition,4.1,370.0,14.17,37
A Champion's Mind: Lessons from a Life in Tennis,Pete Sampras,Sports,Training & Coaching,Paperback,4.2,509.0,33.92,37
"4-Hour Body, The",Timothy Ferriss,Sports,Training & Coaching,Paperback,4.3,7584.0,34.89,37
"How to Be Better At Basketball in 21 days: The Ultimate Guide to Drastically Improving Your Basketball Shooting, Passing and Dribbling Skills (Basketball)",James Wilson,Sports,Training & Coaching,Kindle Edition,4.4,605.0,15.77,37
Mike Mentzer's High Intensity Training (HIT),Mick Southerland,Sports,Training & Coaching,Audible Audiobook,4.0,43.0,17.03,37
Zonal Marking: The Making of Modern European Football,Michael Cox,Sports,Training & Coaching,Paperback,4.7,1278.0,17.85,37
"The Anatomy of Stretching, Second Edition: Your Illustrated Guide to Flexibility and Injury Rehabilitation",Brad Walker,Sports,Training & Coaching,Kindle Edition,4.7,1824.0,35.61,37
80/20 Running: Run Stronger and Race Faster By Training Slower,Matt Fitzgerald,Sports,Training & Coaching,Kindle Edition,4.4,3396.0,7.48,37
Built to Move: The 10 Essential Habits to Help you Move Freely and Live Fully,Juliet Starrett,Sports,Triathlon,Paperback,4.6,941.0,40.51,37
"Finding Ultra: Rejecting Middle Age, Becoming One of the World’s Fittest Men, and Discovering Myself",Rich Roll,Sports,Triathlon,Audible Audiobook,5.0,8.0,34.06,37
"Built to Move: The 10 essential habits that will help you live a longer, healthier life",Juliet Starrett,Sports,Triathlon,Kindle Edition,4.6,941.0,28.6,37
21.1 Running Mistakes : And How to Fix Them for Peak Performance,Kapil Arora,Sports,Triathlon,Paperback,4.2,70.0,10.38,37
Swim Ultra-Efficient Freestyle!: The 'Fishlike' Techniques From Total Immersion,Terry Laughlin,Sports,Triathlon,Kindle Edition,4.3,139.0,21.79,37
Be IronFit: Time-Efficient Training Secrets for Ultimate Fitness,Don Fink,Sports,Triathlon,Kindle Edition,4.7,606.0,51.26,37
Swim Like A Pro: How to Swim Faster & Smarter With A Holistic Training Guide,Fares Ksebati,Sports,Triathlon,Kindle Edition,4.4,134.0,21.79,37
Triathlon Swimming Foundations: A Straightforward System for Making Beginner Triathletes Comfortable and Confident in the Water (Triathlon Foundations Series Book 1),Taren Gesell,Sports,Triathlon,Kindle Edition,4.5,191.0,21.79,37
"The Triathlete's Training Bible: The World's Most Comprehensive Training Guide, 4th Ed.",Joe  Friel,Sports,Triathlon,Kindle Edition,4.6,1019.0,29.37,37
"Triathlon Running Foundations: A Simple System for Every Triathlete to Finish the Run Feeling Strong, No Matter Their Athletic Background (Triathlon Foundations Series Book 3)",Taren Gesell,Sports,Triathlon,Kindle Edition,4.6,95.0,21.79,37
The Big Book of Endurance Training and Racing,Philip Maffetone,Sports,Triathlon,Paperback,4.6,948.0,75.89,37
Ageless Strength: Strong and Fit for a Lifetime,Jeff Horowitz,Sports,Triathlon,Kindle Edition,4.5,79.0,18.14,37
80/20 Triathlon: Discover the Breakthrough Elite-Training Formula for Ultimate Fitness and Performance at All Levels,Matt Fitzgerald,Sports,Triathlon,Audible Audiobook,4.6,804.0,24.26,37
Dare to Tri: My Journey from the BBC Breakfast Sofa to GB Team Triathlete,Louise Minchin,Sports,Triathlon,Paperback,4.6,953.0,18.92,37
Made Not Born : My Incredible Ironman 140.6 Miles Journey from Marathon > Ultramarathon > IRONMAN,Kapil Arora,Sports,Triathlon,Paperback,4.0,6.0,10.92,37
BLUEPRINT,Ross Edgley,Sports,Triathlon,Paperback,4.6,1054.0,29.74,37
"The Triathlete's Training Bible: The World’s Most Comprehensive Training Guide, 4th Ed.",Joe Friel,Sports,Triathlon,Paperback,4.6,1019.0,103.59,37
Mind Gym: An Athlete's Guide to Inner Excellence an Athlete's Guide to Inner Excellence,Gary Mack,Sports,Triathlon,Paperback,4.6,2093.0,59.34,37
Swimming Secrets: Dive into Excellence with 'Secrets of Swimming Your Ultimate Guide to Mastery in the Water,CS SPORT,Sports,Triathlon,Kindle Edition,0.0,0.0,18.2,37
"Running the Dream: One Summer Living, Training, and Racing with a Team of World-Class Runners Half My Age",Matt Fitzgerald,Sports,Triathlon,Paperback,4.7,488.0,60.65,37
21.1 Running Mistakes: And How To Fix Them For Peak Performance,Kapil Arora,Sports,Triathlon,Paperback,5.0,2.0,11.89,37
Volleyball : Khel Aur Niyam,Surendra Shrivastava,Sports,Volleyball,Hardcover,3.5,4.0,8.49,37
Desktop Tetherball: It's a Wrap! (RP Minis),Alan Goldsher,Sports,Volleyball,Hardcover,4.5,2816.0,41.73,37
SHOOT YOUR SHOT NOW: HOW TO BE THE BEST IN FOOTBALL IN 45 DAYS,DAVID GREAT LUIZ,Sports,Volleyball,Kindle Edition,0.0,0.0,18.1,37
How to win crores in Fantasy Cricket World Cup One Day International 2023: Team Prediction Tips,Sagar Kale,Sports,Volleyball,Kindle Edition,3.0,1.0,43.67,37
Spiked (Blocked Book 3),Jennifer Lane,Sports,Volleyball,Kindle Edition,4.5,20.0,17.76,37
Rule Book of Games: Volleyball,Vance Hawkins,Sports,Volleyball,Paperback,0.0,0.0,15.91,37
101 Volleyball Jokes (Laugh-A-Lot Joke Books: Sports Edition),KJ Smith,Sports,Volleyball,Kindle Edition,0.0,0.0,16.16,37
How to Earn crore in fantasy cricket world cup one day international 2023: Team Prediction Tips,Sagar  Kale,Sports,Volleyball,Kindle Edition,0.0,0.0,33.96,37
Mastering the Game Of Betting: The Art and Science of Betting,Ezinne Love,Sports,Volleyball,Kindle Edition,0.0,0.0,21.79,37
Rule Book of Games: Gymnastic,Vance Hawkins,Sports,Volleyball,Paperback,0.0,0.0,15.33,37
Blocked,Jennifer Lane,Sports,Volleyball,Kindle Edition,4.2,226.0,11.69,37
Do You Like Big Girls? Vol. 7,Goro Aizome,Sports,Volleyball,Paperback,4.9,56.0,39.88,37
Volleyball (Steps to Success S.),Bonnie Kennedy,Sports,Volleyball,Paperback,4.4,38.0,135.97,37
Get to Know Shooting a Volleyball Perfectly: Useful Tips and Complete Guide That Help You Play Volleyball Better: How to Play Volleyball Better,LOWE TENESHA,Sports,Volleyball,Kindle Edition,2.0,2.0,10.87,37
Volleyball Drills Book: The Ultimate Guide About Volleyball Drills : Guide Book For Volleyball's Beginners,Katie Holmes,Sports,Volleyball,Kindle Edition,0.0,0.0,11.94,37
Aggressive Volleyball,Pete Waite,Sports,Volleyball,Paperback,4.4,21.0,63.08,37
THE MAN WHO BREATHED VOLLEYBALL,M C RAMAN,Sports,Volleyball,Kindle Edition,5.0,1.0,5.53,37
Volleyball: Skills and Techniques,K.C. Shekar,Sports,Volleyball,Paperback,1.0,1.0,5.58,37
Volleyball Fundamentals: A Beginner's Guide to Mastering Volleyball (Sports Fundamentals),Glenn D. Jefferson,Sports,Volleyball,Kindle Edition,0.0,0.0,12.03,37
Before We Came: A Brother's Best Friend Hockey Romance (Lakes Hockey Book 1) (Lakes Hockey Series),Sloane St. James,Sports,Winter Sports,Kindle Edition,4.2,1805.0,20.18,37
Watch Your Mouth: A Brother's Best Friend Hockey Romance (Kings of the Ice),Kandi  Steiner,Sports,Winter Sports,Kindle Edition,4.4,5791.0,24.21,37
Cocky Score: A Fake Relationship Hockey Romance (The Hawkeyes Hockey Series Book 1),Kenna King,Sports,Winter Sports,Kindle Edition,4.3,1301.0,20.09,37
Meet Your Match: An Enemies-to-Lovers Hockey Romance (Kings of the Ice),Kandi Steiner,Sports,Winter Sports,Kindle Edition,4.3,7135.0,24.21,37
Brutal Score: A Single Dad/Nanny Hockey Romance (The Hawkeyes Hockey Series Book 3),Kenna King,Sports,Winter Sports,Kindle Edition,4.1,496.0,20.14,37
Icebreaker,HANNAH GRACE,Sports,Winter Sports,Paperback,4.4,66333.0,15.04,37
"Long Shot: A Brother's Best Friend, Hockey Romance (Taking The Shot Book 1)",MJ  Fields,Sports,Winter Sports,Kindle Edition,4.1,1021.0,24.21,37
One by One: The breath-taking thriller from the queen of the modern-day murder mystery,Ruth Ware,Sports,Winter Sports,Kindle Edition,4.2,16879.0,17.0,37
Rich Boy - A Dark Hockey Romance,Ruby  Wolff,Sports,Winter Sports,Kindle Edition,4.1,733.0,20.14,37
Pucking Around With A Grumpy Billionaire Daddy: A Secret Baby Enemies To Lovers Romance (Plum Island Bay Lovers Series),Haley Storm,Sports,Winter Sports,Kindle Edition,3.5,27.0,3.98,37
Filthy Score: An Enemies-to-Lovers Hockey Romance (The Hawkeyes Hockey Series Book 2),Kenna King,Sports,Winter Sports,Kindle Edition,4.5,272.0,20.09,37
Rough Score: A Marriage of Convenience Hockey Romance (The Hawkeyes Hockey Series Book 4),Kenna King,Sports,Winter Sports,Kindle Edition,4.2,189.0,20.09,37
Saving the Game: A Fake Relationship Sports Romance (Chicago Red Tails Book 5),Susan Renee,Sports,Winter Sports,Kindle Edition,4.5,587.0,20.14,37
Penalty Box: A Why Choose Hockey Romance (Lux Brumalis Book 1),Kris Butler,Sports,Winter Sports,Kindle Edition,3.8,564.0,20.14,37
Strong and Wild: An Enemies to Lovers Hockey Romance (Lakes Hockey Book 2) (Lakes Hockey Series),Sloane St. James,Sports,Winter Sports,Kindle Edition,4.4,1186.0,20.18,37
"The Wedding Winger: A second chance, single mom, hockey romcom (The Wilcox Wombats)",Delancey Stewart,Sports,Winter Sports,Kindle Edition,4.4,282.0,20.14,37
The Roommate Deal: A Fake Relationship Hockey Romance,Roxanne Tully,Sports,Winter Sports,Kindle Edition,4.2,294.0,4.03,37
"Bourbon Breakaway: A Small Town, Brother's Best Friend Romance (Starlight Canyon Book 3)",Sienna Judd,Sports,Winter Sports,Kindle Edition,4.3,322.0,20.09,37
The Complete Uxbridge English Dictionary,"Jon Garden, Graeme,Brooke-Taylor, Tim,Cryer, Barry,Naismith",Sports,Winter Sports,Paperback,4.6,325.0,28.07,37
"Snap Shot: A Coach's Niece, Friends with Benefits Romance (Taking The Shot Book 2)",MJ Fields,Sports,Winter Sports,Kindle Edition,4.4,435.0,24.21,37
"Flip Shot: A Friends to Lovers, Hockey Romance (Taking The Shot Book 4)",MJ Fields,Sports,Winter Sports,Kindle Edition,4.4,244.0,39.5,37
One by One: The snowy new thriller from the queen of the modern-day murder mystery,Ruth Ware,Sports,Winter Sports,Paperback,4.2,16879.0,38.52,37
Lucky Hit,Hannah Cowan,Sports,Winter Sports,Paperback,4.1,6332.0,43.23,37
Pucking My Bad Boy Boss: An Enemies to Lovers Fake Relationship Romance (Pucking Hot Hockey Billionaires),Livvy Stone,Sports,Winter Sports,Kindle Edition,4.3,49.0,12.03,37
The Sanatorium : The spine-tingling #1 Sunday Times bestseller and Reese Witherspoon Book Club Pick,Sarah Pearse,Sports,Winter Sports,Paperback,3.8,26219.0,15.72,37
Running Wild,K.A. Tucker,Sports,Winter Sports,Paperback,4.5,6233.0,16.55,37
Goal Boy - A Dark Hockey Romance,Ruby  Wolff,Sports,Winter Sports,Kindle Edition,4.2,78.0,20.14,37
Wrong Pucking Jersey: A Why Choose Hockey Romance (Heartbreaker Kings Book 1),Roxanne  Steele,Sports,Winter Sports,Kindle Edition,4.0,711.0,21.79,37
Starting Line (For Puck's Sake Book 2),Crea Reitan,Sports,Winter Sports,Kindle Edition,4.2,519.0,24.21,37
The Sanatorium: The spine-tingling #1 Sunday Times bestseller and Reese Witherspoon Book Club Pick (Detective Elin Warner Series),Sarah Pearse,Sports,Winter Sports,Kindle Edition,3.8,26219.0,15.0,37
Akim Aliu: Dreamer (Original Graphic Memoir),Akim Aliu,Sports,Winter Sports,Paperback,4.6,63.0,19.07,37
"Hot Shot: An Enemies to lovers, Second Chance Romance (Taking The Shot Book 3)",MJ Fields,Sports,Winter Sports,Kindle Edition,4.5,327.0,33.92,37
Six Hockey Players' Rival (Love by Numbers 2 Book 5),Nicole Casey,Sports,Winter Sports,Kindle Edition,4.5,426.0,16.16,37
Never Evers: a laugh-out-loud funny winter read for teens!,Tom Ellen,Sports,Winter Sports,Paperback,4.5,86.0,19.07,37
Evading the Enforcer (Charleston Coyotes Hockey Book 5),Jacob Chance,Sports,Winter Sports,Kindle Edition,4.3,155.0,16.06,37
Totally Pucked: A Single Mom Hockey Romance (Hartford Minotaurs Hockey Book 1),Paris Wynters,Sports,Winter Sports,Kindle Edition,4.0,757.0,20.09,37
Knight of the Ice 11,Yayoi Ogawa,Sports,Winter Sports,Paperback,4.5,18.0,13.47,37
Nodus Tollens: A Sad Hockey Romance (Nodus Tollens Duet Book 1),Remi  Rose,Sports,Winter Sports,Kindle Edition,4.3,355.0,16.11,37
Glacier Mountaineering: An Illustrated Guide to Glacier Travel and Crevasse Rescue (How To Climb Series),Andy Tyson,Sports,Winter Sports,Kindle Edition,4.7,172.0,50.98,37
The People of the Indus,Nikhil Gulati,Teen & Young Adult,Biographies,Hardcover,4.4,250.0,19.75,18
Steve Jobs: The Man Who Thought Different,Karen Blumenthal,Teen & Young Adult,Biographies,Audible Audiobook,4.4,864.0,6.5,18
Children Classics - The Diary of a Young Girl - Illustrated Abridged Classics with Practice Questions (Om Illustrated Classics for Kids),Anne Frank,Teen & Young Adult,Biographies,Hardcover,4.7,44.0,10.14,18
The Dot : Biography of Shakuntala Devi,Kaveen Sivakumar,Teen & Young Adult,Biographies,Paperback,4.0,2.0,2.62,18
TITANIC,Anna Claybourne,Teen & Young Adult,Biographies,Paperback,4.6,22.0,7.04,18
ALMOST ADULTING PB: All You Need to Know to Get it Together (Sort Of),Arden Rose,Teen & Young Adult,Biographies,Paperback,4.3,801.0,21.59,18
MODI EK SAKARATAMAK SOCH,N.K. SHRIVASTAV,Teen & Young Adult,Biographies,Paperback,5.0,1.0,10.92,18
Star Named Bibha And Other Stories: Timeless Biographies,Anwesha Sengupta,Teen & Young Adult,Biographies,Paperback,0.0,0.0,15.72,18
Almost American Girl: An Illustrated Memoir,Robin Ha,Teen & Young Adult,Biographies,Kindle Edition,4.7,707.0,28.8,18
"Just Mercy (Movie Tie-In Edition, Adapted for Young Adults): A True Story of the Fight for Justice",Bryan Stevenson,Teen & Young Adult,Biographies,Audible Audiobook,4.7,2710.0,48.76,18
"Sports: Discover Amazing People (Campbell My First Heroes, 8)",Campbell Books,Teen & Young Adult,Biographies,Board book,5.0,11.0,13.59,18
Imperialism’s Greatest Fear : Life and Death of Netaji Subhash Chandra Bose,Siddharth. BH,Teen & Young Adult,Biographies,Paperback,4.7,10.0,13.44,18
Penguin Readers Level 3: Elon Musk (ELT Graded Reader),Ashlee Vance,Teen & Young Adult,Biographies,Paperback,4.3,24.0,19.36,18
Look Up with Me,Jennifer Berne,Teen & Young Adult,Biographies,Paperback,4.8,171.0,24.21,18
Karna: Victory in Death: 14 (Campfire Graphic Novels),Rik Hoskin,Teen & Young Adult,Biographies,Paperback,4.6,87.0,22.95,18
"Straight Up: Honest, Unfiltered, As-Real-As-I-Can-Put-It Advice for Life’s Biggest Challenges",Trent Shelton,Teen & Young Adult,Biographies,Hardcover,4.9,1070.0,27.51,18
Great Indian Emperors: 3 in 1 (Amar Chitra Katha),Anant Pai,Teen & Young Adult,Biographies,Kindle Edition,4.6,31.0,6.88,18
They Called Us Enemy,George Takei,Teen & Young Adult,Biographies,Kindle Edition,4.8,5110.0,23.81,18
Mother Teresa: The award-winning Cold War crime thriller,Isabel Sanchez Vegara,Teen & Young Adult,Biographies,Hardcover,4.9,1027.0,26.15,18
"THE HEARTSTOPPER YEARBOOK: The million-copy bestselling series, now on Netflix!",Alice Oseman,Teen & Young Adult,Biographies,Hardcover,4.7,1439.0,29.6,18
Bloodline Academy: A Young Adult Urban Fantasy Academy Novel (Bloodline Academy Book 1),Lan Chan,Teen & Young Adult,Biographies,Kindle Edition,4.6,2250.0,3.83,18
BILLIE EILISH,Billie Eilish,Teen & Young Adult,Biographies,Hardcover,4.8,4839.0,60.41,18
THE PRISONER OF ZENDA,Anthony Hope,Teen & Young Adult,Biographies,Paperback,4.3,33.0,7.28,18
Journey to the Edge of the Earth: True Adventure of Naval Officer Abhilash Tomy : (Full-colour Biography),Joeanna Rebello Fernandes,Teen & Young Adult,Biographies,Paperback,4.6,37.0,12.57,18
Twice: The Story of K-Pop’s Greatest Girl Group,Jamie Heal,Teen & Young Adult,Biographies,Paperback,4.7,144.0,16.98,18
Girls Who Run the World: 31 CEOs Who Mean Business,Diana Kapp,Teen & Young Adult,Biographies,Audible Audiobook,4.8,139.0,56.09,18
Travellers to India: 3 in 1 (Amar Chitra Katha),Anant Pai,Teen & Young Adult,Biographies,Kindle Edition,4.7,63.0,6.88,18
Super Personality Aur Unlimited Safalata,Mamta Mehrotra,Teen & Young Adult,Biographies,Paperback,3.0,1.0,8.49,18
"Little People, Big Dreams: Anne Frank: Volume 17",Isabel Sanchez Vegara,Teen & Young Adult,Biographies,Hardcover,4.8,923.0,21.88,18
Fire in the Belly,MD SUMER SETHI,Teen & Young Adult,Biographies,Paperback,4.4,339.0,7.71,18
IT'S TREVOR NOAH: BORN A CRIME,Trevor Noah,Teen & Young Adult,Biographies,Paperback,4.7,3711.0,15.71,18
Women in Art: 100 Postcards (Women in Science),Rachel Ignotofsky,Teen & Young Adult,Biographies,Cards,4.8,93.0,39.01,18
The Ultimate World History Trivia Book for Teens: Discover Over 500 of the Most Interesting and Jaw Dropping Facts from Around the World (The Adventurous World of Social Studies (Workbooks)),Budding Brains Books,Teen & Young Adult,Biographies,Kindle Edition,4.6,7.0,21.79,18
Mahan Rashtravadi Dadabhai Naoroji: Remembering the Great Nationalist Dadabhai Naoroji (Hindi Edition),Prakhar Kundan,Teen & Young Adult,Biographies,Kindle Edition,4.7,4.0,4.75,18
Ultimate Superstars: Taylor Swift,Melanie Hamm,Teen & Young Adult,Biographies,Paperback,4.4,25.0,16.72,18
Turning 15 on the Road to Freedom: My Story of the 1965 Selma Voting Rights March,Lynda Blackmon Lowery,Teen & Young Adult,Biographies,Paperback,4.7,365.0,18.33,18
Blackpink: Pretty Isn'T Everything (Ultimate Unofficial Gde),Cara J. Stevens,Teen & Young Adult,Biographies,Paperback,4.5,193.0,22.53,18
Chinese Cinderella: The True Story of an Unwanted Daughter (Cover may Vary),Adeline Yen Mah,Teen & Young Adult,Biographies,Paperback,4.5,2216.0,26.01,18
"Mountains Beyond Mountains (Adapted for Young People): The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",Tracy Kidder,Teen & Young Adult,Biographies,Paperback,4.6,144.0,16.89,18
Dynamic D.M. (Prosperity Through Participatory Good Governance),IAS Dr. Heera Lal,Teen & Young Adult,Biographies,Paperback,4.1,25.0,8.73,18
Beyond the Gender Binary (Pocket Change Collective),Alok Vaid-Menon,Teen & Young Adult,Biographies,Paperback,4.8,1551.0,20.62,18
Harry Kane (Football Legends #2),Emily Hibbs,Teen & Young Adult,Biographies,Paperback,4.7,19.0,11.74,18
Miles to go...| மைல்ஸ் டு கோ...,Vetrimaran|வெற்றி மாறன்,Teen & Young Adult,Biographies,Paperback,0.0,0.0,10.67,18
THE SUMMONER'S HANDBOOK,Taran Matharu,Teen & Young Adult,Biographies,Hardcover,4.8,380.0,27.12,18
Charles and Emma: The Darwins' Leap of Faith,Deborah Heiligman,Teen & Young Adult,Biographies,Paperback,4.3,122.0,40.66,18
All In One Class 10th Social Science for CBSE Exam 2024,Farah Sultan Aditya Raj ,Teen & Young Adult,Education & Reference,Paperback,4.3,720.0,16.98,18
Oswaal CBSE Sample Question Papers Class 10 Science Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,322.0,13.83,18
Oswaal CBSE Sample Question Papers Class 10 Mathematics Standard Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,295.0,11.89,18
Oswaal CBSE Chapterwise Solved Papers 2023-2014 Chemistry Class 12th (For 2024 Board Exams),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,249.0,23.14,18
"Oswaal CBSE 10 Previous Years Solved Papers, Yearwise (2013-2023) Science (PCM) English Core, Physics, Chemistry & Mathematics Class 12 Book (For 2024 Exam)",Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,159.0,38.57,18
Educart 21 Days Challenge with Class 10 Final Revision Book for CBSE 2024 Board Exam- Maths + Science + SST + English (2023-24),Educart,Teen & Young Adult,Education & Reference,Paperback,4.1,569.0,26.2,18
Oswaal CBSE Class 10 Science Question Bank (For 2024 Board Exams),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,821.0,21.79,18
Oswaal CBSE Chapterwise Solved Papers 2023-2024 Physics Class 12th (For 2024 Board Exams),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.3,266.0,23.14,18
Concept of Physics by H.C Verma Part - II - Session 2022-23,H.C. Verma,Teen & Young Adult,Education & Reference,Paperback,4.6,10828.0,21.25,18
Oswaal CBSE Sample Question Papers Class 10 English Language & Literature Book (For 2024 Exam),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.3,183.0,11.4,18
Oswaal CBSE Sample Question Papers Class 12 Economics Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.3,77.0,11.6,18
"Oswaal CBSE 10 Previous Years Solved Papers, Class 10 (Mathematics Standard, Science, Sanskrit, Computer Applications, English Lang. & Lit. & Social Science) (For 2024 Exam)",Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,339.0,34.11,18
Oswaal CBSE Sample Question Papers Class 10 Social Science Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.5,204.0,13.1,18
Concept of Physics by H.C Verma Part - I - Session 2022-23,H.C. Verma,Teen & Young Adult,Education & Reference,Paperback,4.5,14026.0,22.03,18
Oswaal CBSE Chapterwise Solved Papers 2023-2014 Mathematics Class 12th (2024 Exam),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,502.0,23.14,18
Oswaal CBSE Sample Question Papers Class 10 Hindi - B Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.5,122.0,12.03,18
Sanchayan Part - 2 Supplementary Hindi (Second Language) Textbook for Class - 10 - 1058,NCERT,Teen & Young Adult,Education & Reference,Paperback,4.3,959.0,1.16,18
MTG CBSE ScoreMore 15 Sample Question Papers Class 12 English Core Book For 2024 Board Exam (Based on CBSE Latest Pattern) MTG Editorial Board,MTG Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.5,14.0,7.57,18
Oswaal CBSE Class 10 Mathematics Standard Question Bank (For 2024 Board Exams),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.4,531.0,23.14,18
"Oswaal CBSE Sample Question Papers Class 10 English, Science, Social Science & Maths Standard (Set of 4 Books) (For Board Exams 2024) | 2023-24",Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Product Bundle,4.6,226.0,48.42,18
NCERT Footprints Without Feet - Supplementary Reader And First Flight English Textbook for Class - 10 ( Set of 2 Books ),NCERT,Teen & Young Adult,Education & Reference,Paperback,4.3,787.0,2.91,18
Oswaal CBSE Class 10 Social Science Question Bank (For 2024 Board Exams),Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.5,616.0,23.05,18
"Golden Hindi: Based on NEW NCERT Sparsh and Sanchayan for Class- 10 (Course - B)(For CBSE 2024 Board Exams, includes Objective Type Question Bank)",Chandra Soumya,Teen & Young Adult,Education & Reference,Paperback,4.3,1347.0,14.99,18
Oswaal CBSE Sample Question Papers Class 12 Business Studies Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,Teen & Young Adult,Education & Reference,Paperback,4.5,63.0,11.5,18
Complete Classnotes Arithmetic (Bilingual) |Gagan Pratap Sir | Champion Publication |,Gagan Pratap Sir,Teen & Young Adult,Education & Reference,Paperback,4.3,2292.0,17.95,18
"NCERT Exemplar Problems-Solutions Science, Mathematics Class 10th (Combo Set of 2 Books )","SK Singh, Geetika Khanna , Dr. Kanchan Upreti Amit Rastogi ,",Teen & Young Adult,Education & Reference,Paperback,4.4,1664.0,12.62,18
All In One Class 10th Hindi B for CBSE Exam 2024,Vinod Kumar Tiwari Dr. Manju Tiwari ,Teen & Young Adult,Education & Reference,Paperback,4.3,209.0,16.01,18
An Introduction To Indian Art Part 1 : Textbook In Fine Arts For Class 11 - 11144,NCERT,Teen & Young Adult,Education & Reference,Paperback,4.3,3109.0,5.77,18
Flemingo - English Core For Class - 12 - 12074,NCERT,Teen & Young Adult,Education & Reference,Paperback,4.4,1136.0,2.43,18
Five Survive: AN INSTANT NUMBER 1 NYT BESTSELLER AND SUNDAY TIMES BESTSELLER! An explosive new crime thriller for summer from the award-winning author of A Good Girls Guide to Murder.,Holly Jackson,Teen & Young Adult,History,Paperback,4.3,4272.0,16.69,18
Kargil: Untold Stories from the War,Rachna Bisht Rawat,Teen & Young Adult,History,Paperback,4.7,945.0,9.41,18
The Adventures of Tintin Volume 1,Hergé,Teen & Young Adult,History,Hardcover,4.7,345.0,29.06,18
The Boy in the Striped Pyjamas,John Boyne,Teen & Young Adult,History,Audible Audiobook,4.6,28155.0,24.89,18
The Blue Lotus,Herge,Teen & Young Adult,History,Hardcover,4.7,458.0,33.92,18
Encyclopedia: History Encyclopedia,Om Books Editorial Team,Teen & Young Adult,History,Hardcover,4.5,166.0,34.26,18
Everything: Ancient Egypt (National Geographic Kids),National Geographic Kids,Teen & Young Adult,History,Paperback,4.7,997.0,17.42,18
Sambhaji Maharaj (Hindi Translation of Life and Death of Sambhaji),Medha Deshmukh Bhaskaran,Teen & Young Adult,History,Paperback,4.6,46.0,17.47,18
Quirky History 2: Strange Stories From History,Mini Menon,Teen & Young Adult,History,Paperback,4.9,8.0,10.25,18
World's Greatest Speeches (Deluxe Edition),Various,Teen & Young Adult,History,Hardcover,4.4,271.0,28.09,18
